1e-05	0.01337
0.10001	0.0133848
0.20001	0.0142799
0.30001	0.0115908
0.40001	0.0134777
0.50001	0.0145187
0.60001	0.013745
0.70001	0.0159629
0.80001	0.0147255
0.90001	0.0146016
1.00001	0.0142901
1.10001	0.0135785
1.20001	0.0154821
1.30001	0.0111138
1.40001	0.0137603
1.50001	0.012522
1.60001	0.0119458
1.70001	0.0118937
1.80001	0.0138016
1.90001	0.0118547
2.00001	0.0130515
2.10001	0.0129958
2.20001	0.011668
2.30001	0.0158923
2.40001	0.0151424
2.50001	0.0109512
2.60001	0.0100386
2.70001	0.012321
2.80001	0.0127963
2.90001	0.0145871
3.00001	0.0134543
3.10001	0.0140655
3.20001	0.011242
3.30001	0.0111769
3.40001	0.0109512
3.50001	0.0135122
3.60001	0.0113568
3.70001	0.0119862
3.80001	0.0128306
3.90001	0.010816
4.00001	0.0145648
4.10001	0.0123982
4.20001	0.012168
4.30001	0.0135819
4.40001	0.0127869
4.50001	0.0137149
4.60001	0.0140975
4.70001	0.0127348
4.80001	0.0136941
4.90001	0.011418
5.00001	0.012168
5.10001	0.012168
5.20001	0.0137129
5.30001	0.0126547
5.40001	0.0142298
5.50001	0.0133848
5.60001	0.0129282
5.70001	0.00980667
5.80001	0.014872
5.90001	0.0135666
6.00001	0.0138328
6.10001	0.0129643
6.20001	0.0125734
6.30001	0.0137904
6.40001	0.016224
6.50001	0.0132728
6.60001	0.0125336
6.70001	0.0160618
6.80001	0.013696
6.90001	0.0133976
7.00001	0.0120445
7.10001	0.0127302
7.20001	0.0126079
7.30001	0.0130991
7.40001	0.0125736
7.50001	0.0138324
7.60001	0.0098428
7.70001	0.0138627
7.80001	0.012757
7.90001	0.0123414
8.00001	0.012168
8.10001	0.0137942
8.20001	0.013064
8.30001	0.0135366
8.40001	0.0143582
8.50001	0.0126547
8.60001	0.0119069
8.70001	0.012295
8.80001	0.0130499
8.90001	0.0140322
9.00001	0.0103428
9.10001	0.0137139
9.20001	0.0143079
9.30001	0.0142659
9.40001	0.0124932
9.50001	0.0124981
9.60001	0.0158184
9.70001	0.0123298
9.80001	0.0134596
9.90001	0.0130296
10	0.0137127
10.1	0.013307
10.2	0.0137703
10.3	0.0142309
10.4	0.012168
10.5	0.0123848
10.6	0.0145177
10.7	0.0138868
10.8	0.0133976
10.9	0.0118823
11	0.0133949
11.1	0.0134932
11.2	0.0143857
11.3	0.0132106
11.4	0.0114083
11.5	0.0136582
11.6	0.0146016
11.7	0.0128498
11.8	0.0111828
11.9	0.0122419
12	0.0137955
12.1	0.0146016
12.2	0.0127848
12.3	0.0130088
12.4	0.0131237
12.5	0.0122222
12.6	0.014381
12.7	0.0148883
12.8	0.0156226
12.9	0.0135393
13	0.0141883
13.1	0.0137904
13.2	0.0125169
13.3	0.0133932
13.4	0.0170352
13.5	0.0139853
13.6	0.0152039
13.7	0.0134495
13.8	0.0149202
13.9	0.0125469
14	0.0129792
14.1	0.0144016
14.2	0.0136728
14.3	0.0155412
14.4	0.0117398
14.5	0.0141016
14.6	0.0126073
14.7	0.0194688
14.8	0.0129792
14.9	0.0130659
15	0.0133848
15.1	0.0132595
15.2	0.0109512
15.3	0.0148632
15.4	0.0143159
15.5	0.0089232
15.6	0.012168
15.7	0.0137149
15.8	0.0120806
15.9	0.0102211
16	0.0159268
16.1	0.0135551
16.2	0.0158184
16.3	0.0127287
16.4	0.0112813
16.5	0.0136118
16.6	0.0136645
16.7	0.0144306
16.8	0.0137149
16.9	0.012757
17	0.0130368
17.1	0.0097344
17.2	0.0132904
17.3	0.0141119
17.4	0.01471
17.5	0.0137755
17.6	0.0139636
17.7	0.0130216
17.8	0.0164268
17.9	0.0127414
18	0.0135293
18.1	0.0139636
18.2	0.0113568
18.3	0.0137463
18.4	0.0111946
18.5	0.0125806
18.6	0.0138305
18.7	0.0145044
18.8	0.0133727
18.9	0.0109512
19	0.0132045
19.1	0.0097344
19.2	0.0140679
19.3	0.0149163
19.4	0.0118044
19.5	0.0131414
19.6	0.0158184
19.7	0.0138772
19.8	0.0107078
19.9	0.0136282
20	0.0146016
20.1	0.0137432
20.2	0.0137753
20.3	0.0132697
20.4	0.0127082
20.5	0.012689
20.6	0.0118635
20.7	0.0123125
20.8	0.0139641
20.9	0.0129356
21	0.0132589
21.1	0.0128281
21.2	0.0129562
21.3	0.012763
21.4	0.0161781
21.5	0.0145327
21.6	0.0109512
21.7	0.0153545
21.8	0.0130515
21.9	0.0137205
22	0.0125988
22.1	0.0153184
22.2	0.0157799
22.3	0.0116138
22.4	0.0158184
22.5	0.0129666
22.6	0.012757
22.7	0.0129105
22.8	0.0126948
22.9	0.0131601
23	0.0141149
23.1	0.0128857
23.2	0.0128711
23.3	0.0162352
23.4	0.0132496
23.5	0.0135682
23.6	0.0141156
23.7	0.0125153
23.8	0.0109512
23.9	0.0138914
24	0.0155905
24.1	0.0130491
24.2	0.0135474
24.3	0.0141484
24.4	0.012168
24.5	0.0097344
24.6	0.0138109
24.7	0.0137904
24.8	0.013645
24.9	0.0123377
25	0.0105456
25.1	0.012168
25.2	0.0122681
25.3	0.0134516
25.4	0.0133848
25.5	0.0139058
25.6	0.012168
25.7	0.0121183
25.8	0.0140972
25.9	0.0135166
26	0.0119442
26.1	0.013462
26.2	0.0140894
26.3	0.0128819
26.4	0.0126547
26.5	0.0109512
26.6	0.0133149
26.7	0.0127287
26.8	0.0113568
26.9	0.0127993
27	0.0143168
27.1	0.0142321
27.2	0.0112489
27.3	0.0143044
27.4	0.0134298
27.5	0.0118086
27.6	0.0138799
27.7	0.0128306
27.8	0.0146016
27.9	0.0133848
28	0.0150031
28.1	0.0154128
28.2	0.0135474
28.3	0.0113988
28.4	0.0149202
28.5	0.0123263
28.6	0.0156618
28.7	0.012168
28.8	0.0135183
28.9	0.0123377
29	0.0122014
29.1	0.0124014
29.2	0.0154981
29.3	0.0129631
29.4	0.0157019
29.5	0.0147534
29.6	0.0140302
29.7	0.0145218
29.8	0.0131414
29.9	0.0124681
30	0.0133924
30.1	0.0136282
30.2	0.0136683
30.3	0.0122919
30.4	0.0132321
30.5	0.0150072
30.6	0.0117085
30.7	0.0117624
30.8	0.0097344
30.9	0.0140666
31	0.012168
31.1	0.012168
31.2	0.0130608
31.3	0.0142554
31.4	0.0132628
31.5	0.0137127
31.6	0.013978
31.7	0.0140761
31.8	0.014135
31.9	0.0140317
32	0.0127317
32.1	0.0137135
32.2	0.0161457
32.3	0.0129477
32.4	0.0135586
32.5	0.0139773
32.6	0.0141264
32.7	0.0170352
32.8	0.01277
32.9	0.0150112
33	0.0148883
33.1	0.0121269
33.2	0.013346
33.3	0.0127764
33.4	0.0126849
33.5	0.0146804
33.6	0.0134714
33.7	0.0133136
33.8	0.00979634
33.9	0.0148248
34	0.01327
34.1	0.0130756
34.2	0.0124623
34.3	0.0135745
34.4	0.0139063
34.5	0.0139171
34.6	0.0116981
34.7	0.0118896
34.8	0.0129792
34.9	0.0176086
35	0.014585
35.1	0.01471
35.2	0.012168
35.3	0.0136121
35.4	0.0110782
35.5	0.0144811
35.6	0.0144198
35.7	0.0147317
35.8	0.0134751
35.9	0.0141591
36	0.0135839
36.1	0.0135682
36.2	0.0120561
36.3	0.01471
36.4	0.012679
36.5	0.0124906
36.6	0.0159922
36.7	0.0105456
36.8	0.0135397
36.9	0.0128533
37	0.0133486
37.1	0.0085176
37.2	0.0146016
37.3	0.0140167
37.4	0.0129612
37.5	0.012168
37.6	0.0114246
37.7	0.0146016
37.8	0.0131301
37.9	0.0140635
38	0.0126547
38.1	0.0144745
38.2	0.0134412
38.3	0.0170352
38.4	0.0129326
38.5	0.0111946
38.6	0.0133988
38.7	0.0103078
38.8	0.0154753
38.9	0.0131331
39	0.0110782
39.1	0.0156407
39.2	0.01521
39.3	0.0138016
39.4	0.0136062
39.5	0.0118636
39.6	0.0124553
39.7	0.0138508
39.8	0.011931
39.9	0.0110901
40	0.0119663
40.1	0.0129182
40.2	0.0134933
40.3	0.0126459
40.4	0.0141829
40.5	0.012168
40.6	0.01471
40.7	0.0136206
40.8	0.0122181
40.9	0.0129502
41	0.0132432
41.1	0.0097344
41.2	0.0129539
41.3	0.0133287
41.4	0.0170352
41.5	0.0134158
41.6	0.0127414
41.7	0.0116813
41.8	0.0130515
41.9	0.0126097
42	0.0160454
42.1	0.0111549
42.2	0.0121785
42.3	0.0133825
42.4	0.0128711
42.5	0.0122722
42.6	0.0117516
42.7	0.011125
42.8	0.0127764
42.9	0.0145407
43	0.0127764
43.1	0.0127414
43.2	0.0124198
43.3	0.0129037
43.4	0.0140207
43.5	0.0154838
43.6	0.0122737
43.7	0.0134639
43.8	0.0127654
43.9	0.0136799
44	0.0130944
44.1	0.011793
44.2	0.011125
44.3	0.0148912
44.4	0.0125876
44.5	0.0130575
44.6	0.0123848
44.7	0.0123332
44.8	0.0161485
44.9	0.012168
45	0.0125776
45.1	0.0128848
45.2	0.0129447
45.3	0.0135204
45.4	0.013819
45.5	0.016224
45.6	0.013843
45.7	0.014196
45.8	0.009126
45.9	0.0149317
46	0.012687
46.1	0.0139212
46.2	0.0135304
46.3	0.0146739
46.4	0.0097344
46.5	0.0158184
46.6	0.0137258
46.7	0.0145441
46.8	0.0112831
46.9	0.014176
47	0.0120256
47.1	0.0128633
47.2	0.0122547
47.3	0.00977776
47.4	0.0136498
47.5	0.0097344
47.6	0.014138
47.7	0.0132498
47.8	0.0154128
47.9	0.0103428
48	0.0128577
48.1	0.011918
48.2	0.0133741
48.3	0.0140561
48.4	0.013386
48.5	0.01471
48.6	0.0132041
48.7	0.0122403
48.8	0.0133848
48.9	0.0158184
49	0.0131237
49.1	0.0152039
49.2	0.0128864
49.3	0.0118044
49.4	0.012168
49.5	0.0127327
49.6	0.0125806
49.7	0.0102211
49.8	0.0122299
49.9	0.0147172
50	0.0125792
50.1	0.00997776
50.2	0.0132976
50.3	0.00825653
50.4	0.013082
50.5	0.0118894
50.6	0.016224
50.7	0.0130402
50.8	0.0127598
50.9	0.0146016
51	0.0143175
51.1	0.0128423
51.2	0.014173
51.3	0.0124792
51.4	0.0125553
51.5	0.015175
51.6	0.0140608
