1e-05	0.525
0.10001	0.525
0.20001	0.525081
0.30001	0.525
0.40001	0.525
0.50001	0.524984
0.60001	0.525
0.70001	0.525
0.80001	0.525
0.90001	0.525
1.00001	0.524985
1.10001	0.525
1.20001	0.525
1.30001	0.525
1.40001	0.525118
1.50001	0.525
1.60001	0.525
1.70001	0.525
1.80001	0.525
1.90001	0.525
2.00001	0.525
2.10001	0.525147
2.20001	0.525
2.30001	0.525
2.40001	0.525
2.50001	0.525
2.60001	0.525
2.70001	0.525
2.80001	0.525
2.90001	0.525
3.00001	0.525
3.10001	0.525
3.20001	0.52516
3.30001	0.525
3.40001	0.525
3.50001	0.525
3.60001	0.525
3.70001	0.525
3.80001	0.525
3.90001	0.525
4.00001	0.525
4.10001	0.524984
4.20001	0.525
4.30001	0.525
4.40001	0.525
4.50001	0.525
4.60001	0.525
4.70001	0.525
4.80001	0.525
4.90001	0.525
5.00001	0.525
5.10001	0.525
5.20001	0.525093
5.30001	0.525
5.40001	0.524988
5.50001	0.525
5.60001	0.525
5.70001	0.525
5.80001	0.525
5.90001	0.525
6.00001	0.525074
6.10001	0.52498
6.20001	0.525028
6.30001	0.525
6.40001	0.525
6.50001	0.525071
6.60001	0.524986
6.70001	0.525
6.80001	0.525
6.90001	0.524982
7.00001	0.525
7.10001	0.525
7.20001	0.525017
7.30001	0.525
7.40001	0.525
7.50001	0.525
7.60001	0.525
7.70001	0.525
7.80001	0.525
7.90001	0.525
8.00001	0.525
8.10001	0.525117
8.20001	0.525
8.30001	0.525
8.40001	0.525
8.50001	0.525
8.60001	0.525
8.70001	0.524852
8.80001	0.525171
8.90001	0.525007
9.00001	0.525
9.10001	0.525
9.20001	0.525
9.30001	0.525
9.40001	0.525
9.50001	0.525
9.60001	0.525
9.70001	0.52496
9.80001	0.524993
9.90001	0.525
10	0.525
10.1	0.525016
10.2	0.525
10.3	0.525
10.4	0.525
10.5	0.525
10.6	0.525
10.7	0.525
10.8	0.524982
10.9	0.525
11	0.525
11.1	0.525
11.2	0.525001
11.3	0.525
11.4	0.525
11.5	0.525
11.6	0.525
11.7	0.525
11.8	0.525
11.9	0.525
12	0.525
12.1	0.525
12.2	0.525
12.3	0.524976
12.4	0.525
12.5	0.525
12.6	0.524969
12.7	0.525
12.8	0.525
12.9	0.525
13	0.525
13.1	0.525
13.2	0.524988
13.3	0.525
13.4	0.525
13.5	0.525077
13.6	0.525
13.7	0.525
13.8	0.525
13.9	0.525
14	0.525
14.1	0.525
14.2	0.525
14.3	0.525
14.4	0.525
14.5	0.525
14.6	0.525
14.7	0.525
14.8	0.525
14.9	0.525
15	0.525
15.1	0.525
15.2	0.525
15.3	0.524991
15.4	0.525
15.5	0.525
15.6	0.525
15.7	0.525
15.8	0.525
15.9	0.525
16	0.525
16.1	0.52498
16.2	0.525
16.3	0.525
16.4	0.525
16.5	0.525
16.6	0.525
16.7	0.52477
16.8	0.525
16.9	0.525
17	0.525
17.1	0.525
17.2	0.525
17.3	0.524985
17.4	0.525
17.5	0.52498
17.6	0.525
17.7	0.525074
17.8	0.525
17.9	0.525
18	0.525
18.1	0.525
18.2	0.525
18.3	0.52498
18.4	0.525
18.5	0.525
18.6	0.525
18.7	0.524941
